,DIP-gamma,DIP-beta,DIP-delta,DIP-theta,Idents,date,experiment,exp_time
20190613_CLK856_DD_CT18_AR12_TGAGTG,0,0,0,0,1:DN1p_CNMa,2019-06-13,DD,CT18
20190613_CLK856_DD_CT18_AR12_TGCAAC,0,2,2,0,2:s_LNv,2019-06-13,DD,CT18
20190613_CLK856_DD_CT18_AR12_TGCATG,1,8,0,0,3:DN1a,2019-06-13,DD,CT18
20190613_CLK856_DD_CT18_AR12_TGGTGA,0,0,3,0,4:DN1p,2019-06-13,DD,CT18
20190613_CLK856_DD_CT18_AR12_TGTCTG,0,0,1,1,1:DN1p_CNMa,2019-06-13,DD,CT18
20190710_CLK856_DD_CT18_AR17_ACCAAC,0,0,0,0,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_ACCAGA,0,0,0,1,6:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_ACGTAC,0,0,0,0,9:LNd_NPF,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_ACTCGA,1,0,3,0,8:LN_ITP,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_AGACAG,1,0,42,0,8:LN_ITP,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_CACTTC,0,0,0,0,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_CTCAAC,0,0,0,7,18:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_CTTCGA,0,0,0,1,4:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_CTTCTG,0,7,0,0,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_GACAGA,0,13,0,0,3:DN1a,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_GAGTAC,0,0,8,0,9:LNd_NPF,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_GATCGA,0,0,5,0,5:LNd_Trissin,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_TCACTC,0,0,0,1,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_TCCTTC,0,0,0,1,15:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_TCTGTC,0,1,0,0,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_TGAGGA,0,1,0,5,19:DN2,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR17_TGTCGA,0,0,1,2,4:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_ACCAGA,0,0,0,2,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_ACTCAC,0,0,0,2,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_AGACAG,0,0,0,10,18:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_CAACAG,0,0,0,0,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_CAACCA,0,0,0,0,19:DN2,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_CAACTC,0,0,0,6,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_CACTCA,0,0,4,0,9:LNd_NPF,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_CTGTTG,1,0,0,0,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_CTTCGA,0,0,0,0,25:l_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_GACAGA,0,0,0,2,15:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_GTACCA,0,0,4,0,25:l_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_GTACTC,0,0,2,0,25:l_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_TCACTC,4,13,0,1,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_TCTGTC,1,0,0,1,19:DN2,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR18_TGAGGA,0,0,0,4,6:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_ACAGAC,0,0,1,3,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_ACCAAC,0,1,6,0,12:LNd,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_ACTCTG,0,0,3,1,12:LNd,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_AGACCA,0,0,0,5,18:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_AGCTCA,1,0,7,1,5:LNd_Trissin,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_AGGACA,0,0,15,0,9:LNd_NPF,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_AGTGCA,1,0,5,0,8:LN_ITP,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CAACAG,4,0,0,7,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CACTTC,4,0,0,6,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CAGACA,2,0,0,2,19:DN2,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CATGAG,2,0,0,0,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CATGTC,0,0,0,1,6:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CTAGGA,0,0,1,1,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CTGTAC,0,0,0,0,29:LPN,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CTGTGA,0,0,0,1,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CTGTTG,0,0,0,2,6:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_CTTCGA,0,0,0,0,6:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_GAAGAC,1,3,2,0,3:DN1a,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_GAAGGA,0,0,0,0,20:DN3,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_GAGTAC,0,0,0,0,20:DN3,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_GATCTG,0,1,0,5,3:DN1a,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_GTACTC,0,0,2,1,4:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_GTCTAG,0,0,0,3,19:DN2,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_GTCTCA,8,0,3,0,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_GTGATC,0,0,3,3,15:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_TCTGAG,3,0,0,4,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_TCTGTC,2,0,0,4,15:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_TGAGAC,0,1,1,0,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_TGCAAC,0,0,0,1,4:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_TGCATG,0,0,1,0,25:l_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_TGGTTG,1,0,9,0,8:LN_ITP,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR19_TGTCTG,0,0,1,0,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_ACCAAC,5,0,0,1,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_ACGTAC,0,1,0,4,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_ACGTTG,0,1,0,0,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_ACTCGA,0,0,0,1,6:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_AGGATC,0,6,0,0,3:DN1a,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CAACTC,0,0,4,0,5:LNd_Trissin,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CAGAAG,2,0,0,0,20:DN3,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CATGAG,0,1,12,1,25:l_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CATGCA,2,1,0,0,4:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CATGTC,1,2,1,0,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CTCAAC,0,0,0,2,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CTCAGA,0,0,0,1,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CTGTGA,0,1,6,0,25:l_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CTTCAC,1,17,11,0,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CTTCGA,0,1,1,0,4:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_CTTCTG,0,1,0,6,15:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_GAAGGA,0,0,2,0,3:DN1a,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_GACAAC,1,0,0,0,19:DN2,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_GATCAC,0,0,0,5,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_GTACAG,1,0,3,0,25:l_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_GTACCA,0,0,0,0,20:DN3,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_GTGAAG,0,0,0,4,1:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_GTTGAG,1,2,1,0,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_GTTGCA,0,3,0,0,3:DN1a,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_GTTGTC,0,12,0,0,3:DN1a,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_TCACTC,1,9,0,0,2:s_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_TCCTAG,0,1,0,0,25:l_LNv,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_TCTGAG,0,0,0,0,15:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_TGAGAC,0,1,0,6,7:DN1p,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_TGCATG,2,1,0,0,14:DN3,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_TGGTAC,0,11,0,0,3:DN1a,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_TGGTGA,0,0,0,0,15:DN1p_CNMa,2019-07-10,DD,CT18
20190710_CLK856_DD_CT18_AR20_TGTCAC,0,1,1,0,2:s_LNv,2019-07-10,DD,CT18
20190613_CLK856_DD_CT22_AR13_ACCAGA,0,0,1,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_ACGTAC,0,0,41,1,8:LN_ITP,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_ACGTTG,0,0,0,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_ACTCAC,0,0,0,2,18:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_ACTCTG,0,0,1,0,19:DN2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_AGGACA,0,1,1,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_AGTGTC,0,0,0,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_CAACAG,0,11,1,0,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_CAACTC,3,9,1,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_CACTTC,0,0,15,0,5:LNd_Trissin,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_CTAGAC,5,32,1,1,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_CTAGTG,0,1,39,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_CTCAAC,0,3,2,1,15:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_GAAGAC,0,10,0,1,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_GACAGA,0,15,0,0,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_GATCAC,0,2,0,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_GATCGA,0,1,0,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_GTACAG,0,9,0,0,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_GTACCA,0,4,16,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_GTCTAG,0,0,0,1,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_GTGATC,1,0,0,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_TCTGCA,0,0,0,0,20:DN3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_TGAGTG,3,0,17,0,5:LNd_Trissin,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_TGTCGA,0,0,0,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR13_TGTCTG,0,1,0,2,19:DN2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_ACAGAC,0,0,14,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_ACAGGA,0,1,5,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_ACCATG,0,1,3,5,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_ACTCAC,4,3,0,3,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_AGACCA,0,0,20,0,12:LNd,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_AGCTAG,0,0,1,0,12:LNd,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_AGGATC,0,0,1,0,12:LNd,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_AGTGCA,0,0,0,2,18:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_CAACCA,0,0,0,0,14:DN3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_CAGACA,0,9,9,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_CATGTC,0,0,1,0,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_CTAGGA,0,0,0,0,20:DN3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_CTCAAC,0,29,0,2,14:DN3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_CTTCGA,0,0,0,22,18:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_GAGTAC,0,0,0,8,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_GTACAG,1,0,1,0,14:DN3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_GTACCA,0,0,1,0,6:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_GTGAAG,0,1,1,0,29:LPN,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_GTTGTC,0,0,1,0,12:LNd,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCACCA,0,0,0,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCACTC,0,0,0,0,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCCTAG,0,0,3,5,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCCTCA,0,0,0,0,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TCCTTC,0,1,0,0,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGAGAC,1,0,6,0,5:LNd_Trissin,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGAGGA,0,1,2,2,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGAGTG,0,2,0,0,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGCAAC,0,0,0,9,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGCAGA,0,0,0,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR14_TGTCAC,0,0,1,0,5:LNd_Trissin,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACAGAC,0,0,1,0,29:LPN,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACAGTG,0,0,0,0,14:DN3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_ACTCGA,0,0,6,1,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGACCA,0,0,0,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGGAAG,0,1,1,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGTGAG,0,0,0,2,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGTGCA,0,0,0,0,15:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_AGTGTC,0,0,2,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CAACCA,1,16,0,0,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CACTTC,2,1,0,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CAGACA,9,0,81,0,8:LN_ITP,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTAGAC,0,0,4,0,8:LN_ITP,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTAGTG,0,0,2,0,12:LNd,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTCAGA,0,0,0,1,19:DN2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTCATG,0,0,0,2,19:DN2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_CTGTTG,1,0,0,1,15:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GACAAC,0,0,0,2,6:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GACAGA,0,0,0,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GAGTAC,0,1,8,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GATCAC,1,0,4,0,12:LNd,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTACAG,0,0,0,6,19:DN2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTACCA,0,0,2,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTCTAG,0,0,0,0,29:LPN,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTCTTC,0,0,34,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTGACA,0,0,0,0,15:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTGATC,0,0,0,0,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_GTTGTC,0,0,7,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCACTC,0,0,1,1,15:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCCTCA,0,0,0,0,15:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCCTTC,0,0,1,9,6:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCGACA,0,0,0,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TCTGAG,1,0,6,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGAGGA,0,0,0,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGCAGA,0,0,14,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGGTAC,0,0,5,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR15_TGGTGA,0,0,0,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACAGGA,1,0,0,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACCAAC,0,0,7,2,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACCAGA,0,10,0,0,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACGTAC,0,0,16,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACGTGA,0,0,14,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACGTTG,2,0,0,5,19:DN2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_ACTCAC,1,0,0,0,19:DN2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_AGCTTC,0,0,0,3,19:DN2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_AGGAAG,0,0,10,0,8:LN_ITP,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CAACAG,0,5,117,0,8:LN_ITP,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CAACCA,0,0,0,0,19:DN2,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CAACTC,0,0,1,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CAGAAG,0,0,3,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CAGACA,0,0,1,0,15:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CTAGAC,0,0,0,10,18:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CTCATG,0,0,18,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CTGTAC,0,0,1,0,20:DN3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CTGTGA,0,0,1,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CTGTTG,0,0,2,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CTTCGA,0,1,72,0,8:LN_ITP,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_CTTCTG,3,0,6,0,2:s_LNv,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_GACAAC,0,0,1,0,14:DN3,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_GACATG,0,1,4,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_GATCGA,0,0,1,2,15:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_GTGACA,0,0,0,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_GTGATC,0,0,0,0,1:DN1p_CNMa,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_GTTGAG,0,0,0,5,18:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_TCCTAG,0,0,0,7,7:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_TCCTTC,0,0,3,0,9:LNd_NPF,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_TCGAAG,0,8,1,0,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_TGCAAC,0,0,0,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_TGGTAC,0,0,3,0,4:DN1p,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_TGGTGA,0,4,0,0,3:DN1a,2019-06-13,DD,CT22
20190613_CLK856_DD_CT22_AR16_TGGTTG,0,5,0,0,3:DN1a,2019-06-13,DD,CT22
20190704_CLK856_DD_CT22_AR08_ACAGAC,0,0,0,0,20:DN3,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_ACCAGA,0,1,2,0,25:l_LNv,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_ACTCAC,0,4,0,0,3:DN1a,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_ACTCTG,0,0,0,0,20:DN3,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_AGCTCA,0,0,10,0,12:LNd,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_AGGAAG,0,2,1,0,15:DN1p_CNMa,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_AGGATC,0,0,0,4,6:DN1p,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_CAACAG,0,0,0,3,1:DN1p_CNMa,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_CAACCA,0,1,1,0,9:LNd_NPF,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_CACTCA,1,0,0,0,20:DN3,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_CAGACA,0,0,1,1,6:DN1p,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_CAGATC,1,1,0,0,15:DN1p_CNMa,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_CTCAGA,0,1,0,3,1:DN1p_CNMa,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_CTCATG,0,0,0,3,18:DN1p,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_CTGTAC,0,0,16,0,12:LNd,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_GAAGAC,0,0,0,2,7:DN1p,2019-07-04,DD,CT22
20190704_CLK856_DD_CT22_AR08_GAAGGA,0,0,1,0,1:DN1p_CNMa,2019-07-04,DD,CT22
